Time T dT flags
1.3430620863E+11 2.7418300E+02 -2.8412000E+01 0.0000000E+00
1.3430664333E+11 2.7368600E+02 -2.8359000E+01 0.0000000E+00
1.3430707802E+11 2.7301000E+02 -2.8303000E+01 0.0000000E+00
1.3430751272E+11 2.7220800E+02 -2.8228000E+01 0.0000000E+00
1.3430794742E+11 2.7120900E+02 -2.8136000E+01 0.0000000E+00
1.3430838212E+11 2.6988100E+02 -2.8013000E+01 0.0000000E+00
1.3430881682E+11 2.6834500E+02 -2.7866000E+01 0.0000000E+00
1.3430925151E+11 2.6657900E+02 -2.7698000E+01 0.0000000E+00
1.3430968621E+11 2.6462100E+02 -2.4768000E+01 0.0000000E+00
1.3431012091E+11 2.6255900E+02 -2.0609000E+01 0.0000000E+00
1.3431055561E+11 2.6029800E+02 -1.6207000E+01 0.0000000E+00
1.3431099031E+11 2.5803400E+02 -1.1630000E+01 0.0000000E+00
1.3431142500E+11 2.5563300E+02 -6.9690000E+00 0.0000000E+00
1.3431185970E+11 2.5330700E+02 -2.2890000E+00 0.0000000E+00
1.3431229440E+11 2.5098200E+02 1.1990000E+00 0.0000000E+00
1.3431272910E+11 2.4873100E+02 6.9170000E+00 0.0000000E+00
1.3431316379E+11 2.4653800E+02 1.1333000E+01 0.0000000E+00
1.3431359817E+11 2.4442600E+02 1.5586000E+01 0.0000000E+00
1.3431403319E+11 2.4244200E+02 1.9647000E+01 0.0000000E+00
1.3431446788E+11 2.4050800E+02 2.3507000E+01 0.0000000E+00
1.3431490258E+11 2.3867800E+02 2.5051000E+01 0.0000000E+00
1.3431533728E+11 2.3701900E+02 2.4885000E+01 0.0000000E+00
1.3431577198E+11 2.3538000E+02 2.4718000E+01 0.0000000E+00
1.3431620668E+11 2.3379300E+02 2.4572000E+01 0.0000000E+00
1.3431664137E+11 2.3234500E+02 2.4432000E+01 0.0000000E+00
1.3431707607E+11 2.3094300E+02 2.4297000E+01 0.0000000E+00
1.3431751077E+11 2.2964300E+02 2.4168000E+01 0.0000000E+00
1.3431794547E+11 2.2844000E+02 2.4037000E+01 0.0000000E+00
1.3431838017E+11 2.2727800E+02 2.3929000E+01 0.0000000E+00
1.3431881486E+11 2.2607400E+02 2.3822000E+01 0.0000000E+00
1.3431924956E+11 2.2499100E+02 2.3716000E+01 0.0000000E+00
1.3431968426E+11 2.2397500E+02 2.3615000E+01 0.0000000E+00
1.3432011896E+11 2.2301900E+02 2.3516000E+01 0.0000000E+00
1.3432055366E+11 2.2207400E+02 2.3424000E+01 0.0000000E+00
1.3432098836E+11 2.2121700E+02 2.3336000E+01 0.0000000E+00
1.3432142307E+11 2.2039400E+02 2.3253000E+01 0.0000000E+00
1.3432185777E+11 2.1963000E+02 2.3181000E+01 0.0000000E+00
1.3432229246E+11 2.1884500E+02 2.3109000E+01 0.0000000E+00
1.3432272716E+11 2.1819800E+02 2.3041000E+01 0.0000000E+00
1.3432316186E+11 2.1755600E+02 2.2974000E+01 0.0000000E+00
1.3432359656E+11 2.1696900E+02 2.2918000E+01 0.0000000E+00
1.3432403126E+11 2.1638400E+02 2.2861000E+01 0.0000000E+00
1.3432446596E+11 2.1585600E+02 2.2812000E+01 0.0000000E+00
1.3432490066E+11 2.1535700E+02 2.2760000E+01 0.0000000E+00
1.3432533536E+11 2.1488500E+02 2.2715000E+01 0.0000000E+00
1.3432577006E+11 2.1444200E+02 2.2674000E+01 0.0000000E+00
1.3432620476E+11 2.1402500E+02 2.2632000E+01 0.0000000E+00
1.3432663946E+11 2.1361000E+02 2.2591000E+01 0.0000000E+00
1.3432707416E+11 2.1322300E+02 2.2557000E+01 0.0000000E+00
1.3432750885E+11 2.1288800E+02 2.2523000E+01 0.0000000E+00
1.3432794356E+11 2.1250300E+02 2.2485000E+01 0.0000000E+00
1.3432837825E+11 2.1219600E+02 2.2455000E+01 0.0000000E+00
1.3432881296E+11 2.1188900E+02 2.2425000E+01 0.0000000E+00
1.3432924765E+11 2.1158300E+02 2.2394000E+01 0.0000000E+00
1.3432968235E+11 2.1130300E+02 2.2364000E+01 0.0000000E+00
1.3433011706E+11 2.1100000E+02 2.2337000E+01 0.0000000E+00
1.3433055176E+11 2.1072100E+02 2.2316000E+01 0.0000000E+00
1.3433098646E+11 2.1051900E+02 2.2287000E+01 0.0000000E+00
1.3433142116E+11 2.1026700E+02 2.2267000E+01 0.0000000E+00
1.3433185586E+11 2.0999100E+02 2.2240000E+01 0.0000000E+00
1.3433229056E+11 2.0976500E+02 2.2217000E+01 0.0000000E+00
1.3433272526E+11 2.0949000E+02 2.2197000E+01 0.0000000E+00
1.3433315996E+11 2.0929000E+02 2.2171000E+01 0.0000000E+00
1.3433359466E+11 2.0909000E+02 2.2148000E+01 0.0000000E+00
1.3433402937E+11 2.0881700E+02 2.2128000E+01 0.0000000E+00
1.3433446407E+11 2.0864300E+02 2.2108000E+01 0.0000000E+00
1.3433489877E+11 2.0842000E+02 2.2088000E+01 0.0000000E+00
1.3433533347E+11 2.0824600E+02 2.2069000E+01 0.0000000E+00
1.3433576817E+11 2.0797400E+02 2.2049000E+01 0.0000000E+00
1.3433620286E+11 2.0777700E+02 2.2029000E+01 0.0000000E+00
1.3433663758E+11 2.0762900E+02 2.2007000E+01 0.0000000E+00
1.3433707227E+11 2.0738400E+02 2.1987000E+01 0.0000000E+00
1.3433750697E+11 2.0713800E+02 2.1967000E+01 0.0000000E+00
1.3433794167E+11 2.0694200E+02 2.1945000E+01 0.0000000E+00
1.3433837638E+11 2.0674700E+02 2.1925000E+01 0.0000000E+00
1.3433881108E+11 2.0655200E+02 2.1906000E+01 0.0000000E+00
1.3433924578E+11 2.0635700E+02 2.1887000E+01 0.0000000E+00
1.3433968048E+11 2.0613800E+02 2.1864000E+01 0.0000000E+00
1.3434011518E+11 2.0594400E+02 2.1845000E+01 0.0000000E+00
1.3434054988E+11 2.0570200E+02 2.1825000E+01 0.0000000E+00
1.3434098459E+11 2.0550900E+02 2.1803000E+01 0.0000000E+00
